N,live weithg,altura_cruz,altura_cadera,profundidad_pecho,ancho_pecho,ancho_ilion,ancho_articulacion_cadera,longitud_oblicua,longitud_cadera,circunferencia_torax,length,width,height,volume,surface_area,point_count,density,std_x,std_y,std_z,avg_distance,max_distance,aspect_ratio_1,aspect_ratio_2,aspect_ratio_3,distance_q1,distance_q3,eigenvalue_1,eigenvalue_2,eigenvalue_3,principal_length_1,principal_length_2,principal_length_3,sphericity,elongation,flatness
78,514.0,126.0,132.0,62.0,46.0,45.0,51.0,153.0,50.0,191.0,1.3297840356826782,2.3310146927833557,0.867030143737793,2.687573328660624,12.547537946284208,119822,44583.71376222667,0.5348041248976098,0.2239681490754848,0.3178702329938566,0.6182907018011436,1.3082535807564093,0.5704743259661076,1.5337229567935657,2.6885047880045803,0.409529635998496,0.7891813079986945,0.29919166913837447,0.10103765516217592,0.03699299346271569,2.4022036163112173,1.3452844871893561,0.7140725974512843,0.12364312672625465,0.6622978993594686,0.633869240103226
79,548.0,122.0,129.0,65.0,50.0,45.0,56.0,143.0,50.0,202.0,1.3098818063735962,2.4016568660736084,0.7356034517288208,2.31412506673418,11.752214585398434,117628,50830.44200631864,0.5517598496046272,0.18628543726467353,0.32479246826349323,0.6218107089925355,1.3264755892919258,0.5454075579560538,1.7806901303890053,3.2648798213619257,0.40902833688442164,0.7950410118439829,0.3098259512704078,0.10270508450645668,0.03210408744735036,2.357645467614283,1.3571990297577843,0.6594901849254764,0.10361974946162845,0.6685071599544015,0.687414818831758
80,548.0,126.0,128.0,65.0,47.0,44.0,52.0,147.0,58.0,196.0,1.3160998821258545,2.45443195104599,0.716564878821373,2.314703478047831,11.864216575172941,108419,46839.26085056828,0.5376312696051759,0.17235515664964762,0.33426942964504364,0.6075593273514068,1.4533216823436643,0.536213636546322,1.8366793029133863,3.42527525921046,0.4100275650409955,0.7556983818068373,0.2930814579302844,0.11175859073904619,0.02565365565506603,2.4865152061789093,1.3432443204222666,0.6958891282629012,0.08753080401684195,0.6186773754700294,0.7704547320664884
81,418.0,125.0,130.0,61.0,40.0,41.0,45.0,154.0,45.0,179.0,1.3184759616851807,2.3094944953918457,0.77580127120018,2.362324937460954,11.7191941365909,119043,50392.30552590635,0.5465824557839244,0.19383164422604227,0.3235213081908989,0.6185494333103717,1.4025065323297814,0.5708937450667005,1.6995021929333423,2.9769150697819966,0.4053082725996514,0.7835969586232288,0.3017557826390179,0.1047223956381973,0.03451465033397383,2.3220426706965878,1.318868154498157,0.7267678567196534,0.11437941646759674,0.6529564579596681,0.6704176778650328
82,531.0,130.0,135.0,67.0,45.0,45.0,50.0,162.0,45.0,198.0,1.229267954826355,2.4632274508476257,0.7496645748615265,2.269959271975402,11.592199138496643,113508,50004.42140145588,0.5636300642895787,0.1942291852511425,0.2982501992087724,0.6185889773742687,1.467258728308488,0.49904768412813416,1.6397572941917629,3.2857727755144603,0.39490895714473945,0.785195467334929,0.3191035571556148,0.08790554607161626,0.03735181867350242,2.5073070301970626,1.2728017820987396,0.7200831919358996,0.11705234189942718,0.7245234529656213,0.5750914436835184
83,512.0,118.0,123.0,65.0,46.0,47.0,54.0,155.0,44.0,188.0,1.249827265739441,2.2735570669174194,0.6408397555351257,1.8209805223411177,10.198956733688192,94981,52159.261911208705,0.5259574662899806,0.1681195220505268,0.30155606646654726,0.582313414827666,1.374230321068796,0.54972328776159,1.9502960840745396,3.547777813845073,0.3744013884481286,0.7286432685899813,0.2773591927517976,0.09072360587303424,0.027752860163264524,2.2401691373240507,1.3115656327381948,0.6232451665854732,0.10006107923778075,0.6729021130580636,0.6940943881562196
84,413.0,124.0,127.0,61.0,41.0,44.0,50.0,155.0,43.0,177.0,1.2993890047073364,2.3052337765693665,0.7932184934616089,2.3760030444002447,11.709297749231808,118338,49805.49173911985,0.5638875757754186,0.20341548371118984,0.3051475768685002,0.6259005581033392,1.3756383506881265,0.5636690811641145,1.6381224283321953,2.9061775482683423,0.40656579174222873,0.8056988647649701,0.3218348856247051,0.09286895695298468,0.03776208172328048,2.2990212192624324,1.3040590741317546,0.7844117816635158,0.11733371181928122,0.711439122664657,0.593383160937215
85,563.0,122.0,130.0,64.0,43.0,47.0,53.0,152.0,47.0,207.0,1.2694799900054932,2.359876036643982,0.6875721141695976,2.0598391333368142,10.98251880746111,116965,56783.56047664936,0.5423865841043631,0.1932927741490564,0.300017096607435,0.6034559349597852,1.4086823000362676,0.5379435064779255,1.8463226821504881,3.4321869488469265,0.3943896126202451,0.7707539269023234,0.29765225073190466,0.08934213677355077,0.034564778053893984,2.402508587264588,1.3310842450449951,0.7538247436234513,0.11612469910407791,0.6998439065927937,0.6131189682478393
86,511.0,123.0,126.0,64.0,48.0,42.0,44.0,156.0,45.0,197.0,1.2603636980056763,2.1546666622161865,0.7578928172588348,2.0581819686358673,10.607781246186683,105583,51299.157027392896,0.5248124549361415,0.203911883353944,0.2981034750832661,0.5957176233746317,1.2729728321640903,0.5849460244162904,1.662984091291682,2.8429701577186566,0.3951221219686805,0.7701682367594724,0.2834835468626482,0.08856018021626308,0.03383396796448823,2.1826527604001966,1.271966286308091,0.7029191487654745,0.11935072895387917,0.6876002815811679,0.617955068724273
87,495.0,124.0,128.0,66.0,43.0,45.0,42.0,162.0,45.0,182.0,1.3480926752090454,2.387385129928589,0.8551482856273651,2.7522232725045344,12.825607695244493,130868,47549.92129723167,0.5419611760274652,0.2207261366198557,0.3539399329539182,0.6409497059685807,1.3399500516273233,0.5646733148787642,1.5764431711630458,2.7917791218830827,0.426903728783827,0.8252838438610481,0.30573262356949293,0.12568751623211685,0.036298854021274016,2.397338098406242,1.3901617745208203,0.7610034535390111,0.11872744752417073,0.5888972698932533,0.711197618431427
88,519.0,121.0,130.0,62.0,50.0,46.0,53.0,165.0,48.0,199.0,1.281148910522461,2.358193039894104,0.703101634979248,2.1242081592728494,11.160047438896868,113928,53633.16184558833,0.5556818538964104,0.19059071507176858,0.309853016733963,0.6153352345334371,1.3896529496179606,0.5432756728770566,1.8221390006585234,3.3539859994262504,0.3900752972744713,0.7843572047841822,0.3127368957506217,0.09595960502517571,0.03242340654296159,2.378969625716186,1.2759982978942506,0.6615179122061747,0.1036763074121456,0.6931618675984605,0.6621140058417803
89,549.0,127.0,130.0,70.0,44.0,45.0,52.0,170.0,46.0,196.0,1.2994688749313354,2.399148464202881,0.7315814569592476,2.2807920714440786,11.646917234539009,128762,56454.94896800243,0.554742802587195,0.20461814312454493,0.3035367026881576,0.619624721961663,1.3413102117472726,0.5416375411194426,1.776246325778213,3.2794003201977335,0.4102942699360928,0.7872808420816866,0.3121402859510819,0.09214318631884745,0.03746264984497859,2.4132298545773017,1.3127084459527174,0.7309179302758553,0.12001863114474648,0.7048020058093751,0.5934300587854126
90,488.0,122.0,127.0,64.0,43.0,45.0,48.0,155.0,44.0,187.0,1.262878179550171,2.3398247957229614,0.7197756618261337,2.1268749485734895,11.096103193758328,109971,51705.43762987023,0.5441913113129399,0.18457624870143846,0.30693516464735965,0.6057320660921368,1.4061074758219028,0.5397319414080171,1.754544153863356,3.2507695380899952,0.4059228587765739,0.7566245293071268,0.2991145407829935,0.09404718219395279,0.0312639066456513,2.3512310766398667,1.2942098762701744,0.7436482027347827,0.10452152063156685,0.6855813764594492,0.6675721067200506
91,526.0,115.0,125.0,65.0,46.0,45.0,52.0,147.0,46.0,195.0,1.2501498460769653,2.2779431343078613,0.7659133672714233,2.1811453080770495,11.099967666760534,108865,49911.85117142792,0.5260125109889824,0.1934207752430531,0.31470267808633506,0.598952991487247,1.333003206047708,0.548806432982716,1.6322340090898804,2.974152471607937,0.3947196722581688,0.7527265616974168,0.280936933792643,0.0979135323451668,0.03429186246626704,2.347426767007569,1.3276449021262495,0.7551526719685233,0.12206249282829273,0.6514750445114637,0.6497740236213656
92,573.0,130.0,136.0,68.0,48.0,48.0,54.0,156.0,50.0,197.0,1.37445867061615,2.6001981496810913,0.7432841956615448,2.6563972917641854,13.056328979709107,126269,47533.92890117778,0.5660881651034274,0.19357925858597116,0.34383133767002594,0.6414572130806081,1.5819779942294374,0.5285976650605356,1.8491697773727602,3.4982556670222733,0.43110087200785746,0.7961481925163608,0.32249062349080426,0.11763997293789523,0.03602190329755135,2.551276049504683,1.3981116949148729,0.717052426928434,0.1116990717672091,0.6352142841720492,0.693795379257966
93,543.0,123.0,128.0,66.0,48.0,49.0,55.0,152.0,48.0,195.0,1.3029195070266724,2.355246424674988,0.684481143951416,2.100464897990475,11.145284224518235,123542,58816.50301235371,0.5505539224815066,0.18498980175797847,0.31722544025973587,0.6170125587817693,1.2849277177145295,0.5531988047520202,1.9035140975616893,3.440922289076471,0.4056975617525561,0.7922034206296629,0.30712051588297556,0.09993147438635332,0.030914383073687636,2.390753440422424,1.3662126998195023,0.6706563578289935,0.10065880159392275,0.6746180433467657,0.6906441812900008
94,547.0,125.0,135.0,68.0,48.0,48.0,53.0,148.0,48.0,202.0,1.364400863647461,2.2961101830005646,0.6907524168491364,2.163999337111912,11.32264313818157,116330,53756.94807524978,0.512216281519806,0.18554056452718634,0.32989919624664454,0.5959624458961599,1.376152326002154,0.5942227310121753,1.9752386388616179,3.324071153415951,0.3985682995319904,0.7339268841067672,0.26265825762541756,0.10866934332680582,0.034300185742719945,2.290574940507845,1.3659502807569344,0.6870134044244579,0.13058864416757138,0.5862709807441826,0.684361893679917
95,466.0,118.0,122.0,65.0,46.0,45.0,49.0,145.0,44.0,190.0,1.2868503332138062,2.6651023626327515,0.7777056992053986,2.6672100272940686,13.00608799590573,106857,40063.21171055595,0.5612099175602531,0.19835479893068933,0.3225366964361421,0.6243103890083092,1.6156191500693604,0.4828521227764687,1.6546751997942326,3.4268777576861704,0.41127138988436024,0.8158703477602509,0.3400292024452261,0.08501477201973824,0.03329143315062364,2.8606547511587785,1.4130280821274623,0.8217315095721363,0.09790757061810425,0.7499780271565559,0.6084041354260854
96,530.0,127.0,121.0,62.0,50.0,48.0,55.0,161.0,45.0,193.0,1.2607845067977905,2.4312077164649963,0.9014523923397064,2.763158034704274,12.786768487772267,110791,40095.788445143124,0.5289318327285585,0.21556635797847892,0.3033280041848111,0.6024644229845404,1.3082531313874868,0.5185836233816276,1.3986146329097235,2.6969895882741324,0.39525388270799233,0.769841465437108,0.29477698101200805,0.09055296486313327,0.032919445733939325,2.487827890351478,1.3245021667947983,0.6719846708784054,0.1116757679684572,0.6928085614003744,0.6364619779849773
97,550.0,118.0,125.0,65.0,48.0,49.0,53.0,154.0,45.0,194.0,1.3041741847991943,2.4564108848571777,0.7989313900470734,2.559446744970317,12.416074240762626,113238,44243.155370405366,0.5327728347182,0.20672129933860486,0.3132480105321082,0.6070218825916197,1.4284428007254424,0.5309267243680296,1.6323982272399535,3.0746205687480184,0.4104042067676594,0.7397935228496759,0.2868003220642566,0.09887872314243319,0.03902961049376075,2.4803135506472094,1.3366814891144685,0.7774083193240401,0.13608635517855625,0.6552349647631157,0.6052779682688739
98,520.0,122.0,127.0,65.0,51.0,45.0,54.0,152.0,46.0,195.0,1.3237051963806152,2.276321232318878,0.6814111471176147,2.053213243613048,10.932552764571753,118001,57471.380708782664,0.5402914914105477,0.18301105783341065,0.3216075688055096,0.6114652222067348,1.3476893162904096,0.5815107189560248,1.9425939859949746,3.3405987588371144,0.40716730522358696,0.7744963301017824,0.2923994253785578,0.10315767205561661,0.033285908090723584,2.2744581282260983,1.3229010491655848,0.6802383445606784,0.11383711868663783,0.6472028906279056,0.6773297862637133
99,511.0,125.0,128.0,67.0,48.0,46.0,51.0,157.0,51.0,192.0,1.3097845315933228,2.364523947238922,0.7212499175220728,2.2337231769641894,11.49422315596787,123134,55125.00441856411,0.5555558862241786,0.1861677216731841,0.29853834980468424,0.611041634582185,1.4253178653850849,0.5539315992645247,1.8159926258199381,3.278369799143248,0.3961657394811592,0.7797275410601792,0.3103650211822825,0.08884222544656194,0.033222174847000005,2.3809463953034458,1.3404502703121657,0.6636725420635468,0.10704226500926493,0.7137492327320499,0.6260542250038194
100,532.0,122.0,131.0,64.0,61.0,47.0,48.0,148.0,50.0,195.0,1.314000129699707,2.525609254837036,0.6947485506534576,2.3056278948592217,11.972427886817925,118316,51316.17303199925,0.5663890130886738,0.18544426477627854,0.3153029120746875,0.6262729772853248,1.536292871183154,0.520270555385058,1.891331948031848,3.635285388449578,0.4105388588419269,0.8008690859786107,0.32206487290768143,0.09941096571861953,0.03313001952491914,2.535120003725673,1.3275272933419762,0.7238933320230848,0.10286753481003102,0.6913324796302288,0.6667367700793401
101,499.0,124.0,129.0,70.0,45.0,44.0,47.0,159.0,49.0,192.0,1.2987018823623657,2.34163498878479,0.777540534734726,2.364567454023023,11.743190490293365,109311,46228.75097685231,0.5273046154298096,0.2033892056624161,0.31144845047548614,0.5993611893303705,1.3328097316323986,0.5546132888270248,1.6702690398069662,3.0115921732410866,0.38577123319882345,0.761199897875185,0.29142534334695436,0.09591381746514674,0.029082112434374172,2.417251180307374,1.389413825778361,0.6276462736176724,0.09979266765330931,0.6708803141017243,0.6967891258739434
102,520.0,132.0,134.0,69.0,50.0,46.0,51.0,153.0,49.0,201.0,1.296116590499878,2.392009139060974,0.7797963172197342,2.4176202468628016,11.952619182238312,118319,48940.27511290715,0.5333014206544969,0.21018218323988572,0.30582335870459204,0.6042783941804852,1.3904669456360685,0.541852691670188,1.6621219693894154,3.0674793997352823,0.3954544913394825,0.7545403277582721,0.2959587395760852,0.09226030344097026,0.033899406766185,2.478014297534361,1.3807779867956618,0.6966562678480409,0.11454098910794328,0.6882663320802123,0.6325677945783647
103,535.0,125.0,128.0,69.0,48.0,49.0,53.0,156.0,49.0,197.0,1.28848397731781,2.352088749408722,0.7273356318473816,2.2042842162927676,11.357093862645222,119499,54212.15608982451,0.5604889341402227,0.19020355202346498,0.3071689485253083,0.6204747636986766,1.3860555482793275,0.5478041496698263,1.7715122440037083,3.2338423231577162,0.40494413231551407,0.7912301096340235,0.3158716742193187,0.09451273619509819,0.034297310236813275,2.357216202107221,1.2973787059778241,0.6793595075450015,0.10857988555504243,0.7007875542221766,0.6371144078823943
73,484.0,124.0,130.0,65.0,44.0,46.0,48.0,161.0,45.0,184.0,1.3490899801254272,2.4785409569740295,0.7922002077102661,2.6489390676346716,12.752049587585162,125499,47377.080708791975,0.569519308112616,0.19230173139978943,0.33043224215173483,0.6378617524252959,1.4160778034934813,0.5443081246365553,1.7029659510248882,3.1286800140306377,0.415513913508339,0.8175361665655763,0.3258965461184541,0.10807817089302839,0.036546697058857304,2.464380935014387,1.3624131543941875,0.8178909497781097,0.11214202020285795,0.668366626832108,0.6618494118018539
38,444.0,122.0,124.0,67.0,44.0,44.0,47.0,151.0,46.0,189.0,1.2271392345428467,2.236699938774109,0.8405263721942902,2.3070282466475036,11.312380849963724,94975,41167.67973604766,0.5408213346176152,0.22535366767491993,0.27627168915557054,0.6024187377067781,1.3491517186697786,0.5486382921865762,1.4599651779387475,2.6610705062530613,0.39807631021817647,0.756581702347309,0.3031131061261845,0.07428419219438898,0.04220515745101213,2.3385059891318845,1.2691319083413681,0.7673202127745467,0.1392389725089694,0.7549291314263896,0.4318420083162716
46,462.0,122.0,124.0,63.0,44.0,45.0,53.0,158.0,46.0,188.0,1.1139181852340698,1.984588384628296,0.6297759264707565,1.392226175434914,8.324067875105126,85480,61398.069874169065,0.48401162354151706,0.16658484518099795,0.24021969202315704,0.5262444129435268,1.0909055716651157,0.5612842410355543,1.768753200009455,3.151261109248592,0.34595058603716106,0.6840388732835444,0.23457831955266745,0.05759145560204297,0.027557228020313074,1.9823085459231173,1.1148326410799032,0.6290081353894674,0.11747559652087086,0.7544894357165324,0.5215049223493576
47,346.0,100.0,100.0,60.0,41.0,41.0,46.0,146.0,41.0,167.0,1.148129940032959,2.137997329235077,0.7065120600163937,1.7342742673359521,9.552774583783803,96432,55603.66189837483,0.5034879298965037,0.1914273069605154,0.2572272885325186,0.5556462409842948,1.2824592923951856,0.537011868225173,1.625067716475099,3.026129984512179,0.3642552145809136,0.7175734311173764,0.26153094721380415,0.06566538826659392,0.029117746864638524,2.1097479682032914,1.1859095226476253,0.7492131273333213,0.11133576035586518,0.7489192427658979,0.5565739024275038
48,407.0,118.0,119.0,62.0,39.0,43.0,46.0,150.0,42.0,175.0,1.2245360612869263,2.080310583114624,0.664170503616333,1.6919181211189336,9.484793975775233,94315,55744.42333983969,0.5004514416770754,0.1604120367856181,0.27112814851154327,0.5492094052486933,1.1522193820624291,0.5886313665018043,1.8437073832991173,3.132193573468814,0.35747295639206134,0.7072206485947742,0.2526756714296755,0.07336768372555628,0.023654492547352024,2.090011558759452,1.2267667540359104,0.5963165612804442,0.09361602727129004,0.7096369297826288,0.677589759602668
49,366.0,118.0,121.0,60.0,42.0,40.0,44.0,141.0,46.0,170.0,1.1634948253631592,2.202649474143982,0.6288462430238724,1.6115890818853984,9.359116922953394,102453,63572.65704489646,0.5043389785876439,0.17424974925000292,0.25175983255636075,0.5477935136781446,1.2170000783729065,0.5282251393246896,1.8502055761172613,3.5026836823454865,0.35482952431000675,0.698160270773502,0.25684711708276975,0.06284499714604785,0.028415077222205754,2.1984515464781538,1.1804269745121814,0.6372451714352942,0.1106303140363803,0.7553213839429785,0.5478545864809113
50,312.0,116.0,119.0,62.0,44.0,45.0,48.0,148.0,44.0,176.0,1.2193500995635986,2.1545746624469757,0.6497327983379364,1.706965551877656,9.638660812349427,99835,58486.827628232946,0.5053710942877218,0.16910005466688202,0.2754189677386314,0.552943602070146,1.3026795420442112,0.5659354121331625,1.876694700779743,3.316093427880713,0.35158355096890714,0.712892995900198,0.2627412453015476,0.07584158677635237,0.021271151629469534,2.1909212435548833,1.2151138054308714,0.579214086823012,0.08095855527005925,0.7113449519914198,0.719531822399819
51,378.0,119.0,125.0,62.0,36.0,40.0,44.0,149.0,43.0,171.0,1.2251582145690918,2.067219853401184,0.9141272306442261,2.315183879041194,11.08464766044446,102173,44131.69982952445,0.4914852650107755,0.19469093203735113,0.282978935853169,0.5589671815734585,1.1789736433778897,0.5926598530646591,1.340249117954476,2.2614137114636903,0.36920523941635686,0.7030504261647345,0.2517336747403921,0.08005713777681547,0.0277521093218386,2.1227052181760415,1.2425686591362028,0.6664727337677606,0.11024392882858758,0.68197684374418,0.653346221305009
53,408.0,120.0,126.0,63.0,38.0,40.0,48.0,151.0,42.0,175.0,1.101423740386963,1.9537825733423233,0.7558605968952179,1.6265685499669935,8.922505155534047,74989,46102.57588069171,0.4621330107432826,0.1613023217077295,0.250308637914802,0.513232258920437,1.1360381660603347,0.5637391567592726,1.4571784068533065,2.584845117429992,0.3448004189861656,0.6533550927534195,0.2172493729556469,0.0601654807054556,0.02482894966913429,1.964863865846335,1.1553882296431408,0.6735036228158764,0.11428778519053912,0.7230579776276784,0.5873223420139169
54,323.0,100.0,100.0,56.0,40.0,36.0,40.0,135.0,37.0,164.0,1.1045153141021729,1.854303777217865,0.6660575419664383,1.3641570601100588,8.037701380045261,70840,51929.50435947948,0.4586682880719284,0.16401597085739164,0.24050532197347696,0.5029771208049728,1.0802744286686357,0.5956496058910857,1.6582881275411305,2.7839993699993277,0.3222744929579385,0.6600099702213151,0.21878802627211016,0.0579055510150232,0.018431235865409196,1.8902248345268404,1.1039097352482623,0.660365818134528,0.08424243401001284,0.7353349175379226,0.6817017446111973
